,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.96,0.93,0.95,0.97,0.93,0.96,0.94,0.94,0.96,0.94,0.95,0.93,0.93,0.94,0.95,0.94,0.93,0.95,0.96,0.94
DataType.NOVEL,0.16,0.18,0.19,0.19,0.17,0.22,0.16,0.22,0.18,0.22,0.21,0.25,0.25,0.2,0.29,0.21,0.26,0.24,0.29,0.23
DataType.OUTLIER,1.0,0.91,0.89,1.0,0.82,1.0,1.0,0.94,0.82,0.88,0.73,0.75,0.83,0.75,0.6,0.71,0.88,0.75,0.88,0.8
all,0.61,0.53,0.62,0.58,0.6,0.6,0.55,0.62,0.58,0.59,0.56,0.6,0.61,0.6,0.64,0.56,0.61,0.61,0.61,0.62
