,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.99,0.94,0.99,0.99,0.98,0.98,0.99,0.96,0.97,0.96,0.98,0.97,0.98,0.95,0.99,0.99,0.96,0.98,0.96,0.97
DataType.NOVEL,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.12,0.13,0.2,0.18,0.17,0.21,0.17,0.16
DataType.OUTLIER,0.64,0.82,0.78,0.5,0.73,0.83,0.9,0.75,0.82,0.59,0.64,0.75,0.83,0.88,0.8,0.36,0.88,1.0,0.75,0.73
all,0.41,0.35,0.44,0.36,0.41,0.38,0.38,0.39,0.37,0.35,0.36,0.37,0.41,0.4,0.47,0.42,0.43,0.45,0.42,0.47
