,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.95,0.94,0.95,0.96,0.93,0.96,0.95,0.93,0.97,0.92,0.96,0.94,0.97,0.93,0.94,0.92,0.94,0.93,0.94,0.94
DataType.NOVEL,0.23,0.21,0.14,0.18,0.13,0.2,0.2,0.29,0.28,0.29,0.2,0.22,0.21,0.21,0.16,0.1,0.14,0.15,0.16,0.12
DataType.OUTLIER,0.91,0.92,0.9,0.93,0.91,0.91,0.82,0.79,0.84,0.83,0.83,0.87,0.85,0.84,0.82,0.82,0.84,0.85,0.82,0.85
all,0.75,0.75,0.73,0.74,0.72,0.76,0.7,0.71,0.73,0.72,0.7,0.73,0.72,0.7,0.69,0.68,0.7,0.69,0.7,0.69
