,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.96,0.92,0.95,0.92,0.96,0.96,0.94,0.95,0.95,0.94,0.94,0.93,0.92,0.94,0.95,0.98,0.95,0.97,0.94,0.96
DataType.NOVEL,0.2,0.2,0.16,0.22,0.16,0.12,0.16,0.21,0.19,0.17,0.22,0.2,0.2,0.23,0.18,0.17,0.19,0.2,0.21,0.14
DataType.OUTLIER,0.9,0.89,0.93,0.91,0.87,0.94,0.87,0.9,0.85,0.91,0.81,0.87,0.86,0.89,0.84,0.86,0.91,0.84,0.9,0.82
all,0.68,0.64,0.67,0.63,0.62,0.64,0.64,0.64,0.63,0.63,0.62,0.65,0.63,0.64,0.62,0.63,0.64,0.63,0.63,0.61
