,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.94,0.97,0.98,0.98,0.99,0.99,0.97,0.99,0.98,0.99,0.98,0.96,0.99,0.94,0.97,0.99,0.97,0.96,0.94,0.94
DataType.NOVEL,0.11,0.12,0.13,0.11,0.11,0.14,0.1,0.13,0.12,0.15,0.1,0.14,0.27,0.24,0.28,0.27,0.29,0.29,0.28,0.3
DataType.OUTLIER,0.88,0.78,0.9,0.75,0.89,0.64,0.78,0.67,0.69,0.9,0.8,0.8,0.82,0.75,0.7,0.75,0.73,0.5,0.56,0.75
all,0.35,0.39,0.41,0.35,0.37,0.39,0.36,0.38,0.38,0.41,0.35,0.4,0.48,0.44,0.5,0.5,0.51,0.48,0.49,0.49
