,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.94,0.95,0.96,0.94,0.95,0.95,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.92,0.94,0.95,0.95,0.91,0.95,0.94
DataType.NOVEL,0.22,0.21,0.23,0.21,0.27,0.23,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataType.OUTLIER,0.62,0.89,1.0,0.83,1.0,0.73,1.0,1.0,0.85,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.91,0.88,0.89,0.88
all,0.55,0.59,0.61,0.57,0.61,0.59,0.58,0.6,0.51,0.48,0.46,0.48,0.48,0.44,0.5,0.51,0.49,0.46,0.46,0.49
