,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.93,0.94,0.95,0.94,0.95,0.96,0.94,0.94,0.94,0.95,0.93,0.95,0.93,0.92,0.95,0.94,0.93,0.92,0.96,0.93
DataType.NOVEL,0.31,0.37,0.34,0.35,0.38,0.38,0.4,0.42,0.53,0.57,0.48,0.55,0.5,0.59,0.52,0.45,0.49,0.55,0.55,0.58
DataType.OUTLIER,1.0,0.89,0.8,0.83,0.78,0.64,0.78,1.0,0.69,0.5,0.7,1.0,0.55,1.0,0.9,0.81,0.82,0.5,0.56,0.69
all,0.74,0.79,0.79,0.76,0.76,0.79,0.77,0.79,0.82,0.83,0.79,0.83,0.81,0.83,0.82,0.8,0.8,0.8,0.83,0.83
