,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.93,0.95,0.96,0.93,0.94,0.95,0.95,0.94,0.95,0.94,0.95,0.94,0.95,0.96,0.93,0.95,0.95,0.98,0.94,0.95
DataType.NOVEL,0.18,0.18,0.16,0.21,0.18,0.18,0.17,0.12,0.1,0.1,0.07,0.12,0.08,0.11,0.07,0.12,0.11,0.11,0.07,0.06
DataType.OUTLIER,0.9,0.92,0.88,0.9,0.91,0.9,0.88,0.9,0.88,0.89,0.9,0.89,0.93,0.88,0.92,0.89,0.87,0.86,0.89,0.88
all,0.72,0.72,0.71,0.73,0.75,0.76,0.71,0.7,0.69,0.72,0.7,0.71,0.72,0.69,0.69,0.72,0.7,0.71,0.7,0.68
