,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.93,0.93,0.94,0.93,0.94,0.95,0.96,0.94,0.96,0.96,0.96,0.93,0.93,0.94,0.96,0.94,0.97,0.92,0.95,0.97
DataType.NOVEL,0.23,0.23,0.25,0.21,0.2,0.2,0.23,0.24,0.25,0.25,0.27,0.28,0.27,0.22,0.27,0.22,0.23,0.25,0.26,0.31
DataType.OUTLIER,0.92,0.89,0.89,0.91,0.89,0.89,0.91,0.89,0.85,0.88,0.87,0.85,0.85,0.84,0.82,0.83,0.86,0.85,0.82,0.84
all,0.69,0.68,0.7,0.7,0.68,0.68,0.69,0.72,0.71,0.7,0.7,0.69,0.68,0.69,0.67,0.66,0.69,0.65,0.67,0.71
