,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.97,0.97,0.96,0.96,0.95,0.94,0.96,0.94,0.96,0.97,0.97,0.97,0.95,0.95,0.97,0.96,0.98,0.97,0.97,0.96
DataType.NOVEL,0.47,0.37,0.39,0.4,0.41,0.44,0.45,0.47,0.49,0.4,0.45,0.5,0.47,0.43,0.45,0.45,0.42,0.45,0.42,0.49
DataType.OUTLIER,0.41,0.36,0.41,0.43,0.37,0.41,0.35,0.41,0.43,0.4,0.4,0.38,0.42,0.36,0.41,0.41,0.46,0.44,0.38,0.44
all,0.63,0.58,0.59,0.6,0.59,0.61,0.6,0.59,0.62,0.6,0.59,0.62,0.63,0.57,0.61,0.61,0.64,0.63,0.61,0.64
