,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.14,0.16,0.11,0.13,0.12,0.11,0.12,0.09,0.09,0.08,0.06,0.11,0.08,0.11,0.12,0.08,0.08,0.11,0.08,0.1
DataType.NOVEL,0.19,0.19,0.24,0.23,0.18,0.18,0.19,0.21,0.33,0.27,0.28,0.29,0.31,0.3,0.27,0.26,0.29,0.25,0.3,0.3
DataType.OUTLIER,0.79,0.83,0.83,0.89,0.84,0.85,0.86,0.85,0.7,0.76,0.76,0.68,0.72,0.74,0.59,0.53,0.64,0.57,0.61,0.59
all,0.38,0.39,0.4,0.42,0.36,0.38,0.38,0.41,0.38,0.37,0.36,0.36,0.35,0.4,0.33,0.3,0.34,0.3,0.31,0.33
