,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.97,0.97,0.96,0.96,0.95,0.94,0.96,0.94,0.96,0.97,0.97,0.97,0.95,0.95,0.97,0.96,0.98,0.97,0.97,0.96
DataType.NOVEL,0.2,0.17,0.18,0.18,0.2,0.2,0.19,0.21,0.22,0.18,0.31,0.36,0.31,0.29,0.31,0.25,0.26,0.26,0.23,0.25
DataType.OUTLIER,0.79,0.71,0.81,0.79,0.77,0.77,0.8,0.8,0.74,0.8,0.67,0.65,0.71,0.64,0.64,0.73,0.71,0.72,0.67,0.73
all,0.68,0.63,0.66,0.64,0.64,0.66,0.65,0.65,0.65,0.65,0.63,0.66,0.67,0.63,0.65,0.66,0.68,0.65,0.63,0.65
