,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.93,0.94,0.94,0.94,0.95,0.93,0.94,0.95,0.95,0.96,0.95,0.96,0.92,0.92,0.94,0.95,0.93,0.95,0.96,0.95
DataType.NOVEL,0.34,0.32,0.34,0.23,0.3,0.32,0.35,0.3,0.32,0.51,0.41,0.52,0.46,0.48,0.5,0.41,0.47,0.51,0.47,0.51
DataType.OUTLIER,0.88,0.78,0.8,0.75,0.89,0.82,0.67,1.0,0.92,0.5,0.8,0.8,0.64,1.0,0.9,0.88,0.91,0.5,0.67,0.81
all,0.78,0.76,0.77,0.72,0.75,0.75,0.8,0.77,0.77,0.83,0.78,0.82,0.77,0.78,0.8,0.78,0.79,0.81,0.82,0.81
