,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.97,0.99,0.99,0.97,0.98,0.97,0.96,0.97,0.98,0.97,0.99,0.99,0.98,0.97,0.99,0.99,0.99,0.95,0.98,0.99
DataType.NOVEL,0.18,0.19,0.18,0.17,0.15,0.18,0.18,0.16,0.45,0.45,0.41,0.44,0.43,0.44,0.4,0.43,0.41,0.43,0.46,0.45
DataType.OUTLIER,0.75,0.67,0.6,0.5,0.56,0.45,0.44,0.56,0.69,0.4,0.6,0.6,0.36,0.75,0.4,0.62,0.64,0.38,0.44,0.44
all,0.41,0.41,0.41,0.41,0.37,0.42,0.42,0.42,0.61,0.6,0.58,0.59,0.57,0.6,0.56,0.6,0.58,0.58,0.61,0.6
