,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.94,0.95,0.95,0.95,0.96,0.96,0.94,0.95,0.94,0.95,0.94,0.91,0.95,0.94,0.95,0.94,0.92,0.94,0.92,0.96
DataType.NOVEL,0.33,0.31,0.35,0.34,0.32,0.35,0.44,0.48,0.44,0.35,0.41,0.36,0.34,0.36,0.46,0.45,0.42,0.48,0.43,0.4
DataType.OUTLIER,0.68,0.69,0.66,0.76,0.73,0.76,0.52,0.55,0.71,0.74,0.75,0.67,0.67,0.69,0.67,0.68,0.64,0.69,0.66,0.66
all,0.64,0.66,0.65,0.7,0.68,0.71,0.6,0.62,0.7,0.7,0.72,0.65,0.65,0.67,0.69,0.69,0.65,0.7,0.66,0.66
