,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.92,0.95,0.95,0.93,0.94,0.93,0.94,0.95,0.95,0.96,0.96,0.93,0.93,0.92,0.93,0.96,0.96,0.92,0.96,0.95
DataType.NOVEL,0.32,0.37,0.4,0.34,0.36,0.45,0.45,0.42,0.5,0.47,0.44,0.43,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataType.OUTLIER,0.62,0.78,0.5,0.58,0.67,0.55,0.44,0.67,0.85,0.4,0.6,1.0,0.55,1.0,0.9,0.81,0.82,0.75,1.0,0.81
all,0.6,0.65,0.67,0.61,0.63,0.67,0.71,0.69,0.74,0.7,0.69,0.67,0.67,0.44,0.47,0.47,0.46,0.44,0.48,0.47
