,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.95,0.95,0.94,0.95,0.94,0.93,0.95,0.93,0.94,0.96,0.95,0.94,0.94,0.95,0.93,0.93,0.94,0.96,0.93,0.94
DataType.NOVEL,0.28,0.21,0.28,0.29,0.33,0.36,0.31,0.33,0.42,0.46,0.45,0.35,0.36,0.33,0.4,0.41,0.42,0.44,0.4,0.39
DataType.OUTLIER,0.78,0.74,0.75,0.76,0.79,0.8,0.79,0.8,0.64,0.64,0.65,0.69,0.68,0.65,0.71,0.71,0.69,0.76,0.79,0.78
all,0.69,0.65,0.68,0.68,0.71,0.73,0.72,0.7,0.65,0.67,0.67,0.66,0.67,0.63,0.69,0.69,0.68,0.73,0.72,0.72
