,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.99,0.99,0.99,0.98,0.99,0.98,0.97,0.99,0.98,0.99,1.0,0.97,0.97,0.99,0.99,0.97,0.98,0.97,0.98,0.99
DataType.NOVEL,0.19,0.21,0.19,0.18,0.18,0.22,0.22,0.31,0.32,0.35,0.34,0.33,0.32,0.3,0.31,0.27,0.32,0.32,0.28,0.31
DataType.OUTLIER,0.75,0.78,0.9,0.75,0.89,0.82,0.89,0.78,0.62,0.7,0.7,1.0,0.82,0.75,0.8,0.62,0.82,0.5,0.89,0.81
all,0.39,0.44,0.42,0.41,0.44,0.43,0.46,0.53,0.53,0.53,0.55,0.53,0.51,0.51,0.53,0.48,0.49,0.53,0.47,0.53
