,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.94,0.92,0.94,0.92,0.95,0.93,0.94,0.93,0.94,0.95,0.94,0.95,0.92,0.92,0.91,0.92,0.93,0.93,0.95,0.93
DataType.NOVEL,0.3,0.31,0.37,0.34,0.34,0.28,0.33,0.37,0.55,0.45,0.49,0.5,0.49,0.45,0.45,0.48,0.44,0.46,0.46,0.44
DataType.OUTLIER,0.88,0.89,0.9,0.92,1.0,0.91,0.89,1.0,0.92,1.0,0.9,0.8,1.0,1.0,0.9,1.0,0.91,0.88,0.78,0.94
all,0.77,0.76,0.77,0.74,0.8,0.74,0.76,0.77,0.84,0.81,0.81,0.81,0.8,0.77,0.78,0.8,0.77,0.8,0.79,0.8
