,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.92,0.95,0.95,0.96,0.95,0.94,0.95,0.96,0.95,0.94,0.96,0.94,0.92,0.95,0.94,0.95,0.95,0.94,0.93,0.94
DataType.NOVEL,0.24,0.23,0.18,0.25,0.29,0.19,0.24,0.23,0.25,0.21,0.24,0.24,0.28,0.26,0.22,0.25,0.28,0.24,0.24,0.22
DataType.OUTLIER,0.91,0.91,0.89,0.9,0.89,0.93,0.88,0.87,0.85,0.88,0.86,0.74,0.8,0.77,0.8,0.75,0.8,0.79,0.76,0.77
all,0.75,0.8,0.74,0.77,0.77,0.77,0.76,0.74,0.74,0.74,0.75,0.68,0.72,0.69,0.71,0.69,0.73,0.71,0.68,0.69
