,2,1,0
DataType.NORMAL,0.0626,0.3623,0.9449
DataType.NOVEL,0.0119,0.0785,0.0095
DataType.OUTLIER,0.9255,0.5591,0.0456
total,10000.0,4954.0,5046.0
