,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.94,0.95,0.95,0.95,0.95,0.94,0.93,0.95,0.95,0.95,0.94,0.95,0.94,0.95,0.94,0.92,0.94,0.94,0.95,0.93
DataType.NOVEL,0.3,0.25,0.28,0.29,0.32,0.3,0.25,0.29,0.21,0.31,0.42,0.36,0.38,0.36,0.35,0.4,0.38,0.0,0.0,0.0
DataType.OUTLIER,0.88,0.89,0.8,0.67,0.89,0.82,0.89,1.0,0.92,0.7,0.7,0.8,0.64,0.88,0.9,0.81,0.73,0.75,1.0,1.0
all,0.76,0.73,0.75,0.76,0.76,0.77,0.72,0.76,0.71,0.76,0.79,0.78,0.77,0.79,0.76,0.77,0.77,0.69,0.69,0.68
