,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.96,0.97,0.96,0.96,0.96,0.95,0.96,0.96,0.97,0.97,0.95,0.98,0.95,0.96,0.97,0.96,0.95,0.97,0.97,0.97
DataType.NOVEL,0.26,0.28,0.24,0.23,0.24,0.23,0.22,0.22,0.32,0.4,0.35,0.35,0.41,0.37,0.0,0.0,0.0,0.0,0.0,0.0
DataType.OUTLIER,0.88,0.89,0.6,0.75,0.89,0.73,0.56,0.89,0.69,0.3,0.8,0.8,0.55,0.88,0.9,0.81,0.73,0.75,0.89,0.94
all,0.64,0.62,0.6,0.61,0.62,0.62,0.6,0.62,0.63,0.68,0.67,0.67,0.68,0.69,0.47,0.49,0.49,0.5,0.57,0.49
