,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.95,0.93,0.95,0.96,0.96,0.96,0.98,0.98,0.96,0.97,0.96,0.95,0.97,0.97,0.97,0.96,0.96,0.97,0.96,0.96
DataType.NOVEL,0.18,0.22,0.16,0.19,0.19,0.21,0.22,0.19,0.2,0.28,0.27,0.27,0.3,0.2,0.21,0.22,0.22,0.09,0.12,0.11
DataType.OUTLIER,0.78,0.8,0.78,0.78,0.79,0.8,0.77,0.79,0.78,0.72,0.66,0.67,0.67,0.65,0.65,0.65,0.63,0.59,0.57,0.59
all,0.69,0.71,0.69,0.69,0.71,0.71,0.68,0.71,0.7,0.69,0.64,0.65,0.65,0.64,0.62,0.63,0.6,0.57,0.57,0.58
