,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.6,0.57,0.63,0.58,0.63,0.61,0.7,0.62,0.6,0.61,0.62,0.6,0.65,0.59,0.65,0.6,0.65,0.6,0.57,0.63
DataType.NOVEL,0.1,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.09,0.1,0.14,0.12,0.16,0.16
DataType.OUTLIER,0.3,0.3,0.24,0.28,0.25,0.26,0.19,0.28,0.28,0.26,0.26,0.28,0.25,0.28,0.26,0.29,0.21,0.28,0.27,0.21
all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
