,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.17,0.14,0.21,0.2,0.13,0.19,0.17,0.19,0.17,0.2,0.21,0.16,0.22,0.21,0.19,0.18,0.18,0.21,0.2,0.14
DataType.NOVEL,0.23,0.22,0.19,0.2,0.19,0.18,0.21,0.22,0.19,0.22,0.36,0.38,0.34,0.38,0.34,0.39,0.36,0.36,0.39,0.44
DataType.OUTLIER,0.6,0.64,0.6,0.59,0.68,0.62,0.62,0.59,0.64,0.58,0.43,0.46,0.44,0.4,0.46,0.44,0.46,0.44,0.42,0.43
all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
