,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.01
DataType.NOVEL,0.06,0.06,0.08,0.06,0.04,0.04,0.06,0.05,0.06,0.06,0.08,0.04,0.09,0.04,0.07,0.04,0.06,0.05,0.06,0.05
DataType.OUTLIER,0.93,0.94,0.92,0.92,0.96,0.95,0.92,0.95,0.94,0.94,0.9,0.95,0.91,0.94,0.92,0.96,0.94,0.95,0.92,0.94
all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
