,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
DataType.NORMAL,0.11,0.22,0.19,0.14,0.14,0.16,0.18,0.12,0.16,0.14,0.12,0.13,0.21,0.15,0.16,0.13,0.19,0.14,0.16,0.14
DataType.NOVEL,0.26,0.23,0.28,0.28,0.25,0.28,0.22,0.27,0.31,0.28,0.32,0.33,0.28,0.31,0.32,0.36,0.29,0.37,0.28,0.28
DataType.OUTLIER,0.63,0.56,0.53,0.57,0.61,0.56,0.6,0.61,0.53,0.57,0.56,0.54,0.51,0.54,0.52,0.51,0.52,0.49,0.56,0.58
all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
